found_at,is_viable,review_status,review_reason,tier,zip_code,market_priority,market_region,market_score,market_strategies,risk_flags,growth_score,growth_signals,reasons,id,address,normalized_address,lat,lng,distance_km,land_price,lot_size_sqft,lot_size_acres,price_per_acre,arv,arv_source,arv_comps_count,arv_confidence,total_cost,purchase_closing_cost,contingency_cost,site_prep_cost,impact_fees,profit,margin,profit_stress,margin_stress,rent_monthly,noi_annual,cap_rate,dscr,cash_on_cash,sensitivity_top,flood_zone,land_to_total_investment,land_to_arv,zoning,url
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Alto padrão,34711,Alta,Minneola / Clermont / Lake County Turnpike,8.5,land banking; finished lots; SFR; BTR,checar utilities/Turnpike access; checar impact fees; checar municipality/county boundary; FEMA flood zone A / SFHA,,,"• segmento: Alto padrão | • mercado: Alta - Minneola / Clermont / Lake County Turnpike (34711) | ⚠ checar utilities/Turnpike access | ⚠ checar impact fees | ⚠ checar municipality/county boundary | ✓ ARV por comps RentCast (10 comps) | ✗ margem -134.7% < alvo 22% | ✗ terreno 31.7% do investimento total > 27% | ✓ lote 13,504 sqft ≥ 12,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | ⚠ segmento exige análise manual de localização/bairro antes de virar alerta | status fonte: Active | visto pela fonte ha 3.8h | listado ha 4.5d | MLS: StellarMLS O6418987 | ⚠ FEMA flood zone A / SFHA","129-Tranquil-Mirror-Lake-Ct,-Lot-17,-Clermont,-FL-34711","129 Tranquil Mirror Lake Ct, Lot 17, Clermont, FL 34711",129 TRANQUIL MIRROR LAKE CT LOT 17 CLERMONT FL 34711,28.561295,-81.70041,31.5,650000,,,,874000,rentcast_avm,10,,2051420,13000,70000,,,-1177420,-1.347,,,,,,,,,,0.317,0.744,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Alto padrão,34711,Alta,Minneola / Clermont / Lake County Turnpike,8.5,land banking; finished lots; SFR; BTR,checar utilities/Turnpike access; checar impact fees; checar municipality/county boundary,,,"• segmento: Alto padrão | • mercado: Alta - Minneola / Clermont / Lake County Turnpike (34711) | ⚠ checar utilities/Turnpike access | ⚠ checar impact fees | ⚠ checar municipality/county boundary | ✓ ARV por comps RentCast (10 comps) | ✗ margem -124.3% < alvo 22% | ✗ terreno 31.6% do investimento total > 27% | ✓ lote 15,682 sqft ≥ 12,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | ⚠ segmento exige análise manual de localização/bairro antes de virar alerta | status fonte: Active | visto pela fonte ha 3.8h | listado ha 4.5d | MLS: StellarMLS O6418968 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","145-Tranquil-Mirror-Lake-Ct,-Lot-13,-Clermont,-FL-34711","145 Tranquil Mirror Lake Ct, Lot 13, Clermont, FL 34711",145 TRANQUIL MIRROR LAKE CT LOT 13 CLERMONT FL 34711,28.561641,-81.69975,31.4,650000,,,,916000,rentcast_avm,10,,2054780,13000,70000,,,-1138780,-1.243,,,,,,,,,,0.316,0.710,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Alto padrão,34711,Alta,Minneola / Clermont / Lake County Turnpike,8.5,land banking; finished lots; SFR; BTR,checar utilities/Turnpike access; checar impact fees; checar municipality/county boundary,,,"• segmento: Alto padrão | • mercado: Alta - Minneola / Clermont / Lake County Turnpike (34711) | ⚠ checar utilities/Turnpike access | ⚠ checar impact fees | ⚠ checar municipality/county boundary | ✓ ARV por comps RentCast (10 comps) | ✗ margem -127.4% < alvo 22% | ✗ terreno 32.4% do investimento total > 27% | ✓ lote 22,216 sqft ≥ 12,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | ⚠ segmento exige análise manual de localização/bairro antes de virar alerta | status fonte: Active | visto pela fonte ha 3.8h | listado ha 4.5d | MLS: StellarMLS O6419012 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","149-Tranquil-Mirror-Lake-Ct,-Lot-12,-Clermont,-FL-34711","149 Tranquil Mirror Lake Ct, Lot 12, Clermont, FL 34711",149 TRANQUIL MIRROR LAKE CT LOT 12 CLERMONT FL 34711,28.561648,-81.699356,31.4,675000,,,,916000,rentcast_avm,10,,2082530,13500,70000,,,-1166530,-1.274,,,,,,,,,,0.324,0.737,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Médio padrão,32767,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório,,,"• segmento: Médio padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✗ margem -62.7% < alvo 18% | ✓ terreno 13.4% do investimento total ≤ 27% | ✓ lote 13,939 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 3.8h | listado ha 4.5d | MLS: StellarMLS G5114367 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","43025-E-3rd-St,-Paisley,-FL-32767","43025 E 3rd St, Paisley, FL 32767",43025 E 3RD ST PAISLEY FL 32767,28.975549,-81.539743,51.1,76000,,,,348000,rentcast_avm,10,,566100,1520,25410,,,-218100,-0.627,,,,,,,,,,0.134,0.218,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Médio padrão,32725,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório; FEMA flood zone AE / SFHA,,,"• segmento: Médio padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✗ margem -42.6% < alvo 18% | ✗ terreno 28.0% do investimento total > 27% | ✓ lote 51,401 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 3.9h | listado ha 3.5d | MLS: DaytonaBeachArea 1228067 | ⚠ FEMA flood zone AE / SFHA","325-Stillbrook-Trl,-Enterprise,-FL-32725","325 Stillbrook Trl, Enterprise, FL 32725",325 STILLBROOK TRL ENTERPRISE FL 32725,28.855716,-81.231876,38.1,200000,,,,501000,rentcast_avm,10,,714450,4000,25410,,,-213450,-0.426,,,,,,,,,,0.280,0.399,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Médio padrão,33597,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório,,,"• segmento: Médio padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✗ margem -33.1% < alvo 18% | ✓ terreno 15.3% do investimento total ≤ 27% | ✓ lote 74,923 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 4.0h | listado ha 6.5d | MLS: FLGulfCoastMLS 2026027848 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","34287-Berryhill-Dr,-Webster,-FL-33597","34287 Berryhill Dr, Webster, FL 33597",34287 BERRYHILL DR WEBSTER FL 33597,28.532774,-82.177618,78.0,89900,,,,442000,rentcast_avm,10,,588109,1798,25410,,,-146109,-0.331,,,,,,,,,,0.153,0.203,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Baixo padrão,33597,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório; FEMA flood zone AE / SFHA,,,"• segmento: Baixo padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✓ terreno US$ 45,000 ≤ teto US$ 50,000 | ✗ margem 1.5% < alvo 18% | ✓ terreno 16.0% do investimento total ≤ 27% | ✓ lote 49,223 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 4.0h | listado ha 6.5d | MLS: FLGulfCoastMLS 2026027850 | ⚠ FEMA flood zone AE / SFHA","7176-Norway-St,-Webster,-FL-33597","7176 Norway St, Webster, FL 33597",7176 NORWAY ST WEBSTER FL 33597,28.534272,-82.182089,78.5,45000,,,,286000,rentcast_avm,10,,281650,900,11760,,,4350,0.015,,,,,,,,,,0.160,0.157,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Médio padrão,32805,Média,Workforce / value-add suburbano,7.0,SFR rentals; small multifamily; workforce housing; value-add,checar seguranca bloco-a-bloco; checar tax reset/insurance; checar liquidez de saida,,,"• segmento: Médio padrão | • mercado: Média - Workforce / value-add suburbano (32805) | ⚠ checar seguranca bloco-a-bloco | ⚠ checar tax reset/insurance | ⚠ checar liquidez de saida | ✓ ARV por comps RentCast (10 comps) | ✗ margem -25.7% < alvo 18% | ✓ terreno 14.3% do investimento total ≤ 27% | ✓ lote 7,405 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 4.0h | listado ha 4.5d | MLS: StellarMLS O6420570 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","1413-29th-St,-Orlando,-FL-32805","1413 29th St, Orlando, FL 32805",1413 29TH ST ORLANDO FL 32805,28.51298,-81.399436,3.5,83000,,,,463000,rentcast_avm,10,,581920,1660,25410,,,-118920,-0.257,,,,,,,,,,0.143,0.179,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Médio padrão,34736,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório; FEMA flood zone AE / SFHA,,,"• segmento: Médio padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✗ margem -44.0% < alvo 18% | ✗ terreno 27.9% do investimento total > 27% | ✓ lote 253,084 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 4.1h | listado ha 3.5d | MLS: StellarMLS G5114016 | ⚠ FEMA flood zone AE / SFHA","3113-Bright-Lake-Cir,-Groveland,-FL-34736","3113 Bright Lake Cir, Groveland, FL 34736",3113 BRIGHT LAKE CIR GROVELAND FL 34736,28.716089,-81.900334,54.6,199000,,,,495000,rentcast_avm,10,,712920,3980,25410,,,-217920,-0.440,,,,,,,,,,0.279,0.402,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Alto padrão,34711,Alta,Minneola / Clermont / Lake County Turnpike,8.5,land banking; finished lots; SFR; BTR,checar utilities/Turnpike access; checar impact fees; checar municipality/county boundary; FEMA flood zone A / SFHA,,,"• segmento: Alto padrão | • mercado: Alta - Minneola / Clermont / Lake County Turnpike (34711) | ⚠ checar utilities/Turnpike access | ⚠ checar impact fees | ⚠ checar municipality/county boundary | ✓ ARV por comps RentCast (10 comps) | ✗ margem -137.9% < alvo 22% | ✗ terreno 32.5% do investimento total > 27% | ✓ lote 20,038 sqft ≥ 12,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | ⚠ segmento exige análise manual de localização/bairro antes de virar alerta | status fonte: Active | visto pela fonte ha 4.1h | listado ha 3.5d | MLS: StellarMLS O6418985 | ⚠ FEMA flood zone A / SFHA","133-Tranquil-Mirror-Lake-Ct,-Lot-16,-Clermont,-FL-34711","133 Tranquil Mirror Lake Ct, Lot 16, Clermont, FL 34711",133 TRANQUIL MIRROR LAKE CT LOT 16 CLERMONT FL 34711,28.561512,-81.700437,31.5,675000,,,,874000,rentcast_avm,10,,2079170,13500,70000,,,-1205170,-1.379,,,,,,,,,,0.325,0.772,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Alto padrão,34711,Alta,Minneola / Clermont / Lake County Turnpike,8.5,land banking; finished lots; SFR; BTR,checar utilities/Turnpike access; checar impact fees; checar municipality/county boundary; FEMA flood zone A / SFHA,,,"• segmento: Alto padrão | • mercado: Alta - Minneola / Clermont / Lake County Turnpike (34711) | ⚠ checar utilities/Turnpike access | ⚠ checar impact fees | ⚠ checar municipality/county boundary | ✓ ARV por comps RentCast (10 comps) | ✗ margem -131.5% < alvo 22% | ✗ terreno 30.9% do investimento total > 27% | ✓ lote 12,632 sqft ≥ 12,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | ⚠ segmento exige análise manual de localização/bairro antes de virar alerta | status fonte: Active | visto pela fonte ha 4.1h | listado ha 3.5d | MLS: StellarMLS O6418980 | ⚠ FEMA flood zone A / SFHA","141-Tranquil-Mirror-Lake-Ct,-Lot-14,-Clermont,-FL-34711","141 Tranquil Mirror Lake Ct, Lot 14, Clermont, FL 34711",141 TRANQUIL MIRROR LAKE CT LOT 14 CLERMONT FL 34711,28.561645,-81.700065,31.5,625000,,,,874000,rentcast_avm,10,,2023670,12500,70000,,,-1149670,-1.315,,,,,,,,,,0.309,0.715,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Baixo padrão,34748,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório,,,"• segmento: Baixo padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✓ terreno US$ 34,999 ≤ teto US$ 50,000 | ✗ margem 6.3% < alvo 18% | ✓ terreno 12.9% do investimento total ≤ 27% | ✓ lote 14,810 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 4.1h | listado ha 3.5d | MLS: StellarMLS O6416855 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","2211-Hialeah-Ave,-Leesburg,-FL-34748","2211 Hialeah Ave, Leesburg, FL 34748",2211 HIALEAH AVE LEESBURG FL 34748,28.841166,-81.893336,60.4,34999,,,,289000,rentcast_avm,10,,270759,700,11760,,,18241,0.063,,,,,,,,,,0.129,0.121,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Médio padrão,34705,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório,,,"• segmento: Médio padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✗ margem -85.4% < alvo 18% | ✗ terreno 36.2% do investimento total > 27% | ✓ lote 8,712 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 4.1h | listado ha 3.5d | MLS: StellarMLS O6417822 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","13450-Palm-Dr,-Astatula,-FL-34705","13450 Palm Dr, Astatula, FL 34705",13450 PALM DR ASTATULA FL 34705,28.727091,-81.733074,40.4,295000,,,,440000,rentcast_avm,10,,815630,5900,25410,,,-375630,-0.854,,,,,,,,,,0.362,0.670,,
2026-07-02T12:36:12+00:00,no,radar_zoneamento_pendente,numeros bons; falta confirmar zoneamento,Médio padrão,32778,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório,,,"• segmento: Médio padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✓ margem 22.2% ≥ alvo 18% | ✓ terreno 21.9% do investimento total ≤ 27% | ✓ lote 11,326 sqft ≥ 5,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | status fonte: Active | visto pela fonte ha 4.1h | listado ha 3.5d | MLS: DaytonaBeachArea 1228079 | ✓ FEMA flood zone X (AREA OF MINIMAL FLOOD HAZARD)","Lois-Dr,-Tavares,-FL-32778","Lois Dr, Tavares, FL 32778",,28.750308,-81.692845,38.7,150000,,,,881000,rentcast_avm,10,,685550,3000,25410,,,195450,0.222,,,,,,,,,,0.219,0.170,,
2026-07-02T12:36:12+00:00,no,reprovado,nao passou nos filtros financeiros,Alto padrão,32159,fora da tese principal,,0.0,,ZIP fora das teses priorizadas no relatório; FEMA flood zone AE / SFHA,,,"• segmento: Alto padrão | • mercado: fora da tese principal | ⚠ ZIP fora das teses priorizadas no relatório | ✓ ARV por comps RentCast (10 comps) | ✗ margem -149.7% < alvo 22% | ✓ terreno 26.7% do investimento total ≤ 27% | ✓ lote 186,437 sqft ≥ 12,000 | ✗ zoneamento desconhecido; exige conferência antes do alerta | ⚠ segmento exige análise manual de localização/bairro antes de virar alerta | status fonte: Active | visto pela fonte ha 4.1h | listado ha 3.5d | MLS: StellarMLS TB8523114 | ⚠ FEMA flood zone AE / SFHA","Sulen-Rd,-Lady-Lake,-FL-32159","Sulen Rd, Lady Lake, FL 32159",,28.911895,-81.858518,62.5,499900,,,,751000,rentcast_avm,10,,1874969,9998,70000,,,-1123969,-1.497,,,,,,,,,,0.267,0.666,,
